facility_id,facility_type_name,space_code,asset_tag,instance_status,condition_note,installed_at
1000244,Computer,DG033,DG-DG033-1000244,available,Generated benchmark asset in serviceable condition.,2023-04-22T00:00:00
1000245,Computer,DG033,DG-DG033-1000245,available,Generated benchmark asset in serviceable condition.,2021-11-11T00:00:00
1000246,Computer,DG033,DG-DG033-1000246,available,Generated benchmark asset in serviceable condition.,2022-02-22T00:00:00
1000247,Computer,DG033,DG-DG033-1000247,available,Generated benchmark asset in serviceable condition.,2022-01-19T00:00:00
1000248,Computer,DG033,DG-DG033-1000248,available,Generated benchmark asset in serviceable condition.,2023-01-16T00:00:00
1000249,Computer,DG033,DG-DG033-1000249,available,Generated benchmark asset in serviceable condition.,2021-03-14T00:00:00
1000250,Computer,DG033,DG-DG033-1000250,available,Generated benchmark asset in serviceable condition.,2021-05-10T00:00:00
1000251,Computer,DG033,DG-DG033-1000251,available,Generated benchmark asset in serviceable condition.,2022-01-16T00:00:00
1000252,Computer,DG033,DG-DG033-1000252,available,Generated benchmark asset in serviceable condition.,2021-11-28T00:00:00
1000253,Projector,DG033,DG-DG033-1000253,available,Generated benchmark asset in serviceable condition.,2022-07-02T00:00:00
1000254,Air conditioner,DG033,DG-DG033-1000254,available,Generated benchmark asset in serviceable condition.,2022-07-30T00:00:00
1000255,Computer,DG034,DG-DG034-1000255,available,Generated benchmark asset in serviceable condition.,2021-05-02T00:00:00
1000256,Computer,DG034,DG-DG034-1000256,available,Generated benchmark asset in serviceable condition.,2022-11-03T00:00:00
1000257,Computer,DG034,DG-DG034-1000257,available,Generated benchmark asset in serviceable condition.,2021-06-09T00:00:00
1000258,Computer,DG034,DG-DG034-1000258,available,Generated benchmark asset in serviceable condition.,2022-08-16T00:00:00
1000259,Computer,DG034,DG-DG034-1000259,available,Generated benchmark asset in serviceable condition.,2022-09-29T00:00:00
1000260,Computer,DG034,DG-DG034-1000260,available,Generated benchmark asset in serviceable condition.,2022-03-05T00:00:00
1000261,Computer,DG034,DG-DG034-1000261,available,Generated benchmark asset in serviceable condition.,2022-08-10T00:00:00
1000262,Computer,DG034,DG-DG034-1000262,available,Generated benchmark asset in serviceable condition.,2023-04-12T00:00:00
1000263,Computer,DG034,DG-DG034-1000263,available,Generated benchmark asset in serviceable condition.,2021-10-03T00:00:00
1000264,Computer,DG034,DG-DG034-1000264,available,Generated benchmark asset in serviceable condition.,2023-01-08T00:00:00
1000265,Computer,DG034,DG-DG034-1000265,available,Generated benchmark asset in serviceable condition.,2023-02-03T00:00:00
1000266,Computer,DG034,DG-DG034-1000266,available,Generated benchmark asset in serviceable condition.,2021-06-08T00:00:00
1000267,Computer,DG034,DG-DG034-1000267,available,Generated benchmark asset in serviceable condition.,2021-09-14T00:00:00
1000268,Whiteboard,DG034,DG-DG034-1000268,available,Generated benchmark asset in serviceable condition.,2021-05-19T00:00:00
1000269,Air conditioner,DG034,DG-DG034-1000269,available,Generated benchmark asset in serviceable condition.,2021-08-20T00:00:00
1000270,Microphone,DG034,DG-DG034-1000270,available,Generated benchmark asset in serviceable condition.,2022-08-20T00:00:00
1000271,Projector,DG034,DG-DG034-1000271,available,Generated benchmark asset in serviceable condition.,2022-03-16T00:00:00
1000272,TV screen,DG035,DG-DG035-1000272,available,Generated benchmark asset in serviceable condition.,2023-02-15T00:00:00
1000273,Whiteboard,DG035,DG-DG035-1000273,available,Generated benchmark asset in serviceable condition.,2021-03-21T00:00:00
1000274,Air conditioner,DG035,DG-DG035-1000274,available,Generated benchmark asset in serviceable condition.,2021-02-08T00:00:00
1000275,Livestreaming equipment,DG035,DG-DG035-1000275,available,Generated benchmark asset in serviceable condition.,2022-02-22T00:00:00
1000276,Whiteboard,DG036,DG-DG036-1000276,available,Generated benchmark asset in serviceable condition.,2023-03-29T00:00:00
1000277,Air conditioner,DG036,DG-DG036-1000277,available,Generated benchmark asset in serviceable condition.,2021-11-03T00:00:00
1000278,Projector,DG037,DG-DG037-1000278,available,Generated benchmark asset in serviceable condition.,2023-01-26T00:00:00
1000279,Microphone,DG037,DG-DG037-1000279,available,Generated benchmark asset in serviceable condition.,2022-09-10T00:00:00
1000280,Microphone,DG037,DG-DG037-1000280,available,Generated benchmark asset in serviceable condition.,2023-02-12T00:00:00
1000281,Microphone,DG037,DG-DG037-1000281,available,Generated benchmark asset in serviceable condition.,2021-12-22T00:00:00
1000282,Livestreaming equipment,DG037,DG-DG037-1000282,available,Generated benchmark asset in serviceable condition.,2021-09-18T00:00:00
1000283,Air conditioner,DG037,DG-DG037-1000283,available,Generated benchmark asset in serviceable condition.,2022-01-30T00:00:00
1000284,Projector,DG038,DG-DG038-1000284,available,Generated benchmark asset in serviceable condition.,2021-07-29T00:00:00
1000285,Whiteboard,DG038,DG-DG038-1000285,available,Generated benchmark asset in serviceable condition.,2021-08-06T00:00:00
1000286,Air conditioner,DG038,DG-DG038-1000286,available,Generated benchmark asset in serviceable condition.,2021-06-19T00:00:00
1000287,Computer,DG039,DG-DG039-1000287,available,Generated benchmark asset in serviceable condition.,2023-03-26T00:00:00
1000288,Computer,DG039,DG-DG039-1000288,available,Generated benchmark asset in serviceable condition.,2021-01-29T00:00:00
1000289,Computer,DG039,DG-DG039-1000289,available,Generated benchmark asset in serviceable condition.,2021-05-23T00:00:00
1000290,Computer,DG039,DG-DG039-1000290,available,Generated benchmark asset in serviceable condition.,2021-06-01T00:00:00
1000291,Computer,DG039,DG-DG039-1000291,available,Generated benchmark asset in serviceable condition.,2022-07-04T00:00:00
1000292,Computer,DG039,DG-DG039-1000292,available,Generated benchmark asset in serviceable condition.,2022-06-02T00:00:00
1000293,Computer,DG039,DG-DG039-1000293,available,Generated benchmark asset in serviceable condition.,2021-04-25T00:00:00
1000294,Computer,DG039,DG-DG039-1000294,available,Generated benchmark asset in serviceable condition.,2021-04-22T00:00:00
1000295,Computer,DG039,DG-DG039-1000295,available,Generated benchmark asset in serviceable condition.,2023-01-11T00:00:00
1000296,Computer,DG039,DG-DG039-1000296,available,Generated benchmark asset in serviceable condition.,2021-04-30T00:00:00
1000297,Computer,DG039,DG-DG039-1000297,available,Generated benchmark asset in serviceable condition.,2021-05-31T00:00:00
1000298,Computer,DG039,DG-DG039-1000298,available,Generated benchmark asset in serviceable condition.,2022-10-27T00:00:00
1000299,Computer,DG039,DG-DG039-1000299,available,Generated benchmark asset in serviceable condition.,2021-09-10T00:00:00
1000300,Projector,DG039,DG-DG039-1000300,available,Generated benchmark asset in serviceable condition.,2021-07-27T00:00:00
1000301,Air conditioner,DG039,DG-DG039-1000301,available,Generated benchmark asset in serviceable condition.,2021-08-13T00:00:00
1000302,Livestreaming equipment,DG039,DG-DG039-1000302,available,Generated benchmark asset in serviceable condition.,2023-02-28T00:00:00
1000303,Microphone,DG039,DG-DG039-1000303,available,Generated benchmark asset in serviceable condition.,2022-10-06T00:00:00
1000304,Computer,DG040,DG-DG040-1000304,available,Generated benchmark asset in serviceable condition.,2021-06-18T00:00:00
1000305,Computer,DG040,DG-DG040-1000305,available,Generated benchmark asset in serviceable condition.,2021-08-24T00:00:00
1000306,Computer,DG040,DG-DG040-1000306,available,Generated benchmark asset in serviceable condition.,2021-07-20T00:00:00
1000307,Computer,DG040,DG-DG040-1000307,available,Generated benchmark asset in serviceable condition.,2022-11-15T00:00:00
1000308,Computer,DG040,DG-DG040-1000308,available,Generated benchmark asset in serviceable condition.,2022-06-14T00:00:00
1000309,Computer,DG040,DG-DG040-1000309,available,Generated benchmark asset in serviceable condition.,2021-01-20T00:00:00
1000310,Computer,DG040,DG-DG040-1000310,available,Generated benchmark asset in serviceable condition.,2022-02-03T00:00:00
1000311,Computer,DG040,DG-DG040-1000311,available,Generated benchmark asset in serviceable condition.,2022-01-29T00:00:00
1000312,Computer,DG040,DG-DG040-1000312,available,Generated benchmark asset in serviceable condition.,2021-03-06T00:00:00
1000313,Computer,DG040,DG-DG040-1000313,available,Generated benchmark asset in serviceable condition.,2021-03-12T00:00:00
1000314,Computer,DG040,DG-DG040-1000314,available,Generated benchmark asset in serviceable condition.,2022-01-31T00:00:00
1000315,Whiteboard,DG040,DG-DG040-1000315,available,Generated benchmark asset in serviceable condition.,2022-01-03T00:00:00
1000316,Air conditioner,DG040,DG-DG040-1000316,available,Generated benchmark asset in serviceable condition.,2022-08-27T00:00:00
1000317,TV screen,DG040,DG-DG040-1000317,available,Generated benchmark asset in serviceable condition.,2022-01-06T00:00:00
1000318,Livestreaming equipment,DG040,DG-DG040-1000318,available,Generated benchmark asset in serviceable condition.,2021-02-05T00:00:00
1000319,TV screen,DG041,DG-DG041-1000319,available,Generated benchmark asset in serviceable condition.,2022-01-26T00:00:00
1000320,Whiteboard,DG041,DG-DG041-1000320,available,Generated benchmark asset in serviceable condition.,2023-01-29T00:00:00
1000321,Air conditioner,DG041,DG-DG041-1000321,available,Generated benchmark asset in serviceable condition.,2023-03-10T00:00:00
1000322,Whiteboard,DG042,DG-DG042-1000322,available,Generated benchmark asset in serviceable condition.,2021-10-22T00:00:00
1000323,Air conditioner,DG042,DG-DG042-1000323,available,Generated benchmark asset in serviceable condition.,2021-12-12T00:00:00
1000324,Projector,DG043,DG-DG043-1000324,available,Generated benchmark asset in serviceable condition.,2021-01-17T00:00:00
1000325,Microphone,DG043,DG-DG043-1000325,available,Generated benchmark asset in serviceable condition.,2022-08-19T00:00:00
1000326,Microphone,DG043,DG-DG043-1000326,available,Generated benchmark asset in serviceable condition.,2022-03-04T00:00:00
1000327,Microphone,DG043,DG-DG043-1000327,available,Generated benchmark asset in serviceable condition.,2021-01-13T00:00:00
1000328,Microphone,DG043,DG-DG043-1000328,available,Generated benchmark asset in serviceable condition.,2022-01-24T00:00:00
1000329,Livestreaming equipment,DG043,DG-DG043-1000329,available,Generated benchmark asset in serviceable condition.,2022-10-30T00:00:00
1000330,Air conditioner,DG043,DG-DG043-1000330,available,Generated benchmark asset in serviceable condition.,2021-05-08T00:00:00
1000331,Projector,DG044,DG-DG044-1000331,available,Generated benchmark asset in serviceable condition.,2021-06-01T00:00:00
1000332,Whiteboard,DG044,DG-DG044-1000332,available,Generated benchmark asset in serviceable condition.,2023-01-08T00:00:00
1000333,Air conditioner,DG044,DG-DG044-1000333,available,Generated benchmark asset in serviceable condition.,2021-10-23T00:00:00
1000334,Microphone,DG044,DG-DG044-1000334,available,Generated benchmark asset in serviceable condition.,2022-03-30T00:00:00
1000335,Computer,DG045,DG-DG045-1000335,available,Generated benchmark asset in serviceable condition.,2022-08-04T00:00:00
1000336,Computer,DG045,DG-DG045-1000336,available,Generated benchmark asset in serviceable condition.,2022-02-16T00:00:00
1000337,Computer,DG045,DG-DG045-1000337,available,Generated benchmark asset in serviceable condition.,2021-10-09T00:00:00
1000338,Computer,DG045,DG-DG045-1000338,available,Generated benchmark asset in serviceable condition.,2022-01-10T00:00:00
1000339,Computer,DG045,DG-DG045-1000339,available,Generated benchmark asset in serviceable condition.,2022-12-18T00:00:00
1000340,Computer,DG045,DG-DG045-1000340,available,Generated benchmark asset in serviceable condition.,2022-06-16T00:00:00
1000341,Computer,DG045,DG-DG045-1000341,available,Generated benchmark asset in serviceable condition.,2021-08-22T00:00:00
1000342,Computer,DG045,DG-DG045-1000342,available,Generated benchmark asset in serviceable condition.,2023-05-28T00:00:00
1000343,Computer,DG045,DG-DG045-1000343,available,Generated benchmark asset in serviceable condition.,2022-11-21T00:00:00
1000344,Computer,DG045,DG-DG045-1000344,available,Generated benchmark asset in serviceable condition.,2021-09-02T00:00:00
1000345,Computer,DG045,DG-DG045-1000345,available,Generated benchmark asset in serviceable condition.,2021-01-19T00:00:00
1000346,Computer,DG045,DG-DG045-1000346,available,Generated benchmark asset in serviceable condition.,2021-01-18T00:00:00
1000347,Projector,DG045,DG-DG045-1000347,available,Generated benchmark asset in serviceable condition.,2023-01-29T00:00:00
1000348,Air conditioner,DG045,DG-DG045-1000348,available,Generated benchmark asset in serviceable condition.,2022-05-25T00:00:00
1000349,TV screen,DG045,DG-DG045-1000349,available,Generated benchmark asset in serviceable condition.,2023-01-01T00:00:00
1000350,Microphone,DG045,DG-DG045-1000350,available,Generated benchmark asset in serviceable condition.,2023-03-22T00:00:00
1000351,Computer,DG046,DG-DG046-1000351,available,Generated benchmark asset in serviceable condition.,2021-05-30T00:00:00
1000352,Computer,DG046,DG-DG046-1000352,available,Generated benchmark asset in serviceable condition.,2023-01-31T00:00:00
1000353,Computer,DG046,DG-DG046-1000353,available,Generated benchmark asset in serviceable condition.,2021-06-28T00:00:00
1000354,Computer,DG046,DG-DG046-1000354,available,Generated benchmark asset in serviceable condition.,2021-10-23T00:00:00
1000355,Computer,DG046,DG-DG046-1000355,available,Generated benchmark asset in serviceable condition.,2021-02-07T00:00:00
1000356,Computer,DG046,DG-DG046-1000356,available,Generated benchmark asset in serviceable condition.,2021-07-25T00:00:00
1000357,Computer,DG046,DG-DG046-1000357,available,Generated benchmark asset in serviceable condition.,2023-02-24T00:00:00
1000358,Computer,DG046,DG-DG046-1000358,available,Generated benchmark asset in serviceable condition.,2021-01-17T00:00:00
1000359,Computer,DG046,DG-DG046-1000359,available,Generated benchmark asset in serviceable condition.,2023-05-10T00:00:00
1000360,Computer,DG046,DG-DG046-1000360,available,Generated benchmark asset in serviceable condition.,2022-05-27T00:00:00
1000361,Computer,DG046,DG-DG046-1000361,available,Generated benchmark asset in serviceable condition.,2023-06-03T00:00:00
1000362,Computer,DG046,DG-DG046-1000362,available,Generated benchmark asset in serviceable condition.,2022-05-27T00:00:00
1000363,Computer,DG046,DG-DG046-1000363,available,Generated benchmark asset in serviceable condition.,2022-12-31T00:00:00
1000364,Whiteboard,DG046,DG-DG046-1000364,available,Generated benchmark asset in serviceable condition.,2023-02-27T00:00:00
1000365,Air conditioner,DG046,DG-DG046-1000365,available,Generated benchmark asset in serviceable condition.,2022-12-14T00:00:00
1000366,TV screen,DG047,DG-DG047-1000366,available,Generated benchmark asset in serviceable condition.,2022-08-26T00:00:00
1000367,Whiteboard,DG047,DG-DG047-1000367,available,Generated benchmark asset in serviceable condition.,2023-04-26T00:00:00
1000368,Air conditioner,DG047,DG-DG047-1000368,available,Generated benchmark asset in serviceable condition.,2021-10-01T00:00:00
1000369,Microphone,DG047,DG-DG047-1000369,available,Generated benchmark asset in serviceable condition.,2021-03-16T00:00:00
1000370,Projector,DG047,DG-DG047-1000370,available,Generated benchmark asset in serviceable condition.,2023-06-09T00:00:00
1000371,Whiteboard,DG048,DG-DG048-1000371,available,Generated benchmark asset in serviceable condition.,2022-08-19T00:00:00
1000372,Air conditioner,DG048,DG-DG048-1000372,available,Generated benchmark asset in serviceable condition.,2023-05-16T00:00:00
1000373,Projector,DG049,DG-DG049-1000373,available,Generated benchmark asset in serviceable condition.,2022-09-14T00:00:00
1000374,Microphone,DG049,DG-DG049-1000374,available,Generated benchmark asset in serviceable condition.,2021-09-14T00:00:00
1000375,Microphone,DG049,DG-DG049-1000375,available,Generated benchmark asset in serviceable condition.,2021-02-04T00:00:00
1000376,Microphone,DG049,DG-DG049-1000376,available,Generated benchmark asset in serviceable condition.,2021-09-10T00:00:00
1000377,Microphone,DG049,DG-DG049-1000377,available,Generated benchmark asset in serviceable condition.,2023-01-21T00:00:00
1000378,Livestreaming equipment,DG049,DG-DG049-1000378,available,Generated benchmark asset in serviceable condition.,2023-02-11T00:00:00
1000379,Air conditioner,DG049,DG-DG049-1000379,available,Generated benchmark asset in serviceable condition.,2022-12-30T00:00:00
1000380,Computer,DG049,DG-DG049-1000380,available,Generated benchmark asset in serviceable condition.,2021-01-20T00:00:00
1000381,Projector,DG050,DG-DG050-1000381,available,Generated benchmark asset in serviceable condition.,2021-10-07T00:00:00
1000382,Whiteboard,DG050,DG-DG050-1000382,available,Generated benchmark asset in serviceable condition.,2023-01-17T00:00:00
1000383,Air conditioner,DG050,DG-DG050-1000383,available,Generated benchmark asset in serviceable condition.,2021-10-29T00:00:00
1000384,Livestreaming equipment,DG050,DG-DG050-1000384,available,Generated benchmark asset in serviceable condition.,2021-09-28T00:00:00
1000385,Computer,DG050,DG-DG050-1000385,available,Generated benchmark asset in serviceable condition.,2022-04-10T00:00:00
1000386,Computer,DG051,DG-DG051-1000386,available,Generated benchmark asset in serviceable condition.,2021-11-19T00:00:00
1000387,Computer,DG051,DG-DG051-1000387,available,Generated benchmark asset in serviceable condition.,2023-01-09T00:00:00
1000388,Computer,DG051,DG-DG051-1000388,available,Generated benchmark asset in serviceable condition.,2022-05-19T00:00:00
1000389,Computer,DG051,DG-DG051-1000389,available,Generated benchmark asset in serviceable condition.,2022-09-24T00:00:00
1000390,Computer,DG051,DG-DG051-1000390,available,Generated benchmark asset in serviceable condition.,2021-11-13T00:00:00
1000391,Computer,DG051,DG-DG051-1000391,available,Generated benchmark asset in serviceable condition.,2022-07-02T00:00:00
1000392,Computer,DG051,DG-DG051-1000392,available,Generated benchmark asset in serviceable condition.,2021-02-12T00:00:00
1000393,Computer,DG051,DG-DG051-1000393,available,Generated benchmark asset in serviceable condition.,2023-02-21T00:00:00
1000394,Computer,DG051,DG-DG051-1000394,available,Generated benchmark asset in serviceable condition.,2022-04-14T00:00:00
1000395,Computer,DG051,DG-DG051-1000395,available,Generated benchmark asset in serviceable condition.,2021-06-13T00:00:00
1000396,Projector,DG051,DG-DG051-1000396,available,Generated benchmark asset in serviceable condition.,2021-10-29T00:00:00
1000397,Air conditioner,DG051,DG-DG051-1000397,available,Generated benchmark asset in serviceable condition.,2023-01-24T00:00:00
1000398,Microphone,DG051,DG-DG051-1000398,available,Generated benchmark asset in serviceable condition.,2022-05-06T00:00:00
1000399,Whiteboard,DG051,DG-DG051-1000399,available,Generated benchmark asset in serviceable condition.,2021-06-07T00:00:00
1000400,Computer,DG052,DG-DG052-1000400,available,Generated benchmark asset in serviceable condition.,2023-02-15T00:00:00
1000401,Computer,DG052,DG-DG052-1000401,available,Generated benchmark asset in serviceable condition.,2022-01-20T00:00:00
1000402,Computer,DG052,DG-DG052-1000402,available,Generated benchmark asset in serviceable condition.,2021-06-05T00:00:00
1000403,Computer,DG052,DG-DG052-1000403,available,Generated benchmark asset in serviceable condition.,2022-04-13T00:00:00
1000404,Computer,DG052,DG-DG052-1000404,available,Generated benchmark asset in serviceable condition.,2022-08-29T00:00:00
1000405,Computer,DG052,DG-DG052-1000405,available,Generated benchmark asset in serviceable condition.,2021-12-18T00:00:00
1000406,Computer,DG052,DG-DG052-1000406,available,Generated benchmark asset in serviceable condition.,2021-11-27T00:00:00
1000407,Computer,DG052,DG-DG052-1000407,available,Generated benchmark asset in serviceable condition.,2023-02-28T00:00:00
1000408,Computer,DG052,DG-DG052-1000408,available,Generated benchmark asset in serviceable condition.,2022-05-29T00:00:00
1000409,Computer,DG052,DG-DG052-1000409,available,Generated benchmark asset in serviceable condition.,2023-03-02T00:00:00
1000410,Computer,DG052,DG-DG052-1000410,available,Generated benchmark asset in serviceable condition.,2023-04-20T00:00:00
1000411,Computer,DG052,DG-DG052-1000411,available,Generated benchmark asset in serviceable condition.,2023-04-15T00:00:00
1000412,Computer,DG052,DG-DG052-1000412,available,Generated benchmark asset in serviceable condition.,2021-08-14T00:00:00
1000413,Computer,DG052,DG-DG052-1000413,available,Generated benchmark asset in serviceable condition.,2021-07-11T00:00:00
1000414,Computer,DG052,DG-DG052-1000414,available,Generated benchmark asset in serviceable condition.,2021-07-13T00:00:00
1000415,Whiteboard,DG052,DG-DG052-1000415,available,Generated benchmark asset in serviceable condition.,2022-05-08T00:00:00
1000416,Air conditioner,DG052,DG-DG052-1000416,available,Generated benchmark asset in serviceable condition.,2022-09-20T00:00:00
1000417,Livestreaming equipment,DG052,DG-DG052-1000417,available,Generated benchmark asset in serviceable condition.,2022-09-30T00:00:00
1000418,TV screen,DG053,DG-DG053-1000418,available,Generated benchmark asset in serviceable condition.,2023-01-30T00:00:00
1000419,Whiteboard,DG053,DG-DG053-1000419,available,Generated benchmark asset in serviceable condition.,2022-08-05T00:00:00
1000420,Air conditioner,DG053,DG-DG053-1000420,available,Generated benchmark asset in serviceable condition.,2022-03-18T00:00:00
1000421,Computer,DG053,DG-DG053-1000421,available,Generated benchmark asset in serviceable condition.,2021-03-21T00:00:00
1000422,Whiteboard,DG054,DG-DG054-1000422,available,Generated benchmark asset in serviceable condition.,2021-06-06T00:00:00
1000423,Air conditioner,DG054,DG-DG054-1000423,available,Generated benchmark asset in serviceable condition.,2021-05-08T00:00:00
1000424,Livestreaming equipment,DG054,DG-DG054-1000424,available,Generated benchmark asset in serviceable condition.,2022-06-12T00:00:00
1000425,Projector,DG055,DG-DG055-1000425,available,Generated benchmark asset in serviceable condition.,2021-01-14T00:00:00
1000426,Microphone,DG055,DG-DG055-1000426,available,Generated benchmark asset in serviceable condition.,2022-10-29T00:00:00
1000427,Microphone,DG055,DG-DG055-1000427,available,Generated benchmark asset in serviceable condition.,2021-12-18T00:00:00
1000428,Livestreaming equipment,DG055,DG-DG055-1000428,available,Generated benchmark asset in serviceable condition.,2021-12-25T00:00:00
1000429,Air conditioner,DG055,DG-DG055-1000429,available,Generated benchmark asset in serviceable condition.,2021-05-15T00:00:00
1000430,Computer,DG055,DG-DG055-1000430,available,Generated benchmark asset in serviceable condition.,2021-09-13T00:00:00
1000431,TV screen,DG055,DG-DG055-1000431,available,Generated benchmark asset in serviceable condition.,2022-01-29T00:00:00
1000432,Projector,DG056,DG-DG056-1000432,available,Generated benchmark asset in serviceable condition.,2023-03-27T00:00:00
1000433,Whiteboard,DG056,DG-DG056-1000433,available,Generated benchmark asset in serviceable condition.,2022-11-06T00:00:00
1000434,Air conditioner,DG056,DG-DG056-1000434,available,Generated benchmark asset in serviceable condition.,2022-03-05T00:00:00
1000435,Microphone,DG056,DG-DG056-1000435,available,Generated benchmark asset in serviceable condition.,2022-08-01T00:00:00
1000436,Computer,DG056,DG-DG056-1000436,available,Generated benchmark asset in serviceable condition.,2022-10-23T00:00:00
1000437,Computer,DG057,DG-DG057-1000437,available,Generated benchmark asset in serviceable condition.,2022-02-24T00:00:00
1000438,Computer,DG057,DG-DG057-1000438,available,Generated benchmark asset in serviceable condition.,2021-08-18T00:00:00
1000439,Computer,DG057,DG-DG057-1000439,available,Generated benchmark asset in serviceable condition.,2021-07-23T00:00:00
1000440,Computer,DG057,DG-DG057-1000440,available,Generated benchmark asset in serviceable condition.,2022-03-01T00:00:00
1000441,Computer,DG057,DG-DG057-1000441,available,Generated benchmark asset in serviceable condition.,2022-05-04T00:00:00
1000442,Computer,DG057,DG-DG057-1000442,available,Generated benchmark asset in serviceable condition.,2022-04-01T00:00:00
1000443,Computer,DG057,DG-DG057-1000443,available,Generated benchmark asset in serviceable condition.,2021-02-03T00:00:00
1000444,Computer,DG057,DG-DG057-1000444,available,Generated benchmark asset in serviceable condition.,2021-03-18T00:00:00
1000445,Computer,DG057,DG-DG057-1000445,available,Generated benchmark asset in serviceable condition.,2021-08-19T00:00:00
1000446,Projector,DG057,DG-DG057-1000446,available,Generated benchmark asset in serviceable condition.,2021-09-10T00:00:00
1000447,Air conditioner,DG057,DG-DG057-1000447,available,Generated benchmark asset in serviceable condition.,2022-04-15T00:00:00
1000448,Computer,DG058,DG-DG058-1000448,available,Generated benchmark asset in serviceable condition.,2022-11-27T00:00:00
1000449,Computer,DG058,DG-DG058-1000449,available,Generated benchmark asset in serviceable condition.,2022-08-23T00:00:00
1000450,Computer,DG058,DG-DG058-1000450,available,Generated benchmark asset in serviceable condition.,2022-06-05T00:00:00
1000451,Computer,DG058,DG-DG058-1000451,available,Generated benchmark asset in serviceable condition.,2022-02-01T00:00:00
1000452,Computer,DG058,DG-DG058-1000452,available,Generated benchmark asset in serviceable condition.,2022-06-11T00:00:00
1000453,Computer,DG058,DG-DG058-1000453,available,Generated benchmark asset in serviceable condition.,2021-05-06T00:00:00
1000454,Computer,DG058,DG-DG058-1000454,available,Generated benchmark asset in serviceable condition.,2022-07-04T00:00:00
1000455,Computer,DG058,DG-DG058-1000455,available,Generated benchmark asset in serviceable condition.,2021-07-18T00:00:00
1000456,Computer,DG058,DG-DG058-1000456,available,Generated benchmark asset in serviceable condition.,2021-01-28T00:00:00
1000457,Computer,DG058,DG-DG058-1000457,available,Generated benchmark asset in serviceable condition.,2021-03-11T00:00:00
1000458,Computer,DG058,DG-DG058-1000458,available,Generated benchmark asset in serviceable condition.,2023-05-05T00:00:00
1000459,Computer,DG058,DG-DG058-1000459,available,Generated benchmark asset in serviceable condition.,2022-04-09T00:00:00
1000460,Computer,DG058,DG-DG058-1000460,available,Generated benchmark asset in serviceable condition.,2021-04-10T00:00:00
1000461,Computer,DG058,DG-DG058-1000461,available,Generated benchmark asset in serviceable condition.,2022-09-04T00:00:00
1000462,Computer,DG058,DG-DG058-1000462,available,Generated benchmark asset in serviceable condition.,2022-10-04T00:00:00
1000463,Computer,DG058,DG-DG058-1000463,available,Generated benchmark asset in serviceable condition.,2021-11-21T00:00:00
1000464,Whiteboard,DG058,DG-DG058-1000464,available,Generated benchmark asset in serviceable condition.,2022-01-10T00:00:00
1000465,Air conditioner,DG058,DG-DG058-1000465,available,Generated benchmark asset in serviceable condition.,2023-04-20T00:00:00
1000466,Livestreaming equipment,DG058,DG-DG058-1000466,available,Generated benchmark asset in serviceable condition.,2023-06-16T00:00:00
1000467,Projector,DG058,DG-DG058-1000467,available,Generated benchmark asset in serviceable condition.,2022-05-08T00:00:00
1000468,TV screen,DG059,DG-DG059-1000468,available,Generated benchmark asset in serviceable condition.,2022-12-03T00:00:00
1000469,Whiteboard,DG059,DG-DG059-1000469,available,Generated benchmark asset in serviceable condition.,2021-12-11T00:00:00
1000470,Air conditioner,DG059,DG-DG059-1000470,available,Generated benchmark asset in serviceable condition.,2022-03-22T00:00:00
1000471,Whiteboard,DG060,DG-DG060-1000471,available,Generated benchmark asset in serviceable condition.,2022-08-22T00:00:00
1000472,Air conditioner,DG060,DG-DG060-1000472,available,Generated benchmark asset in serviceable condition.,2022-01-04T00:00:00
