booking_id,staff_id,decision,decision_time,decision_note,rejection_reason,decision_method
1031422,DGFS0025,approved,2025-01-07T12:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031423,DGFS0009,approved,2023-11-13T11:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031424,DGFS0003,approved,2023-08-03T02:19:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031427,DGFS0014,approved,2023-10-14T00:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031428,DGFS0016,approved,2023-09-23T14:57:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031429,,approved,2023-07-31T06:15:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031431,,approved,2023-06-16T02:38:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031432,DGFS0013,rejected,2025-01-18T08:20:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031435,DGFS0010,approved,2023-06-19T05:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031436,DGFS0015,approved,2025-01-27T21:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031437,DGFS0015,approved,2022-12-23T13:10:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031438,DGFS0017,approved,2023-09-03T04:18:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031439,DGFS0020,approved,2024-03-28T00:50:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031440,DGFS0013,approved,2024-05-23T09:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031441,DGFM0001,approved,2023-06-11T15:12:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031442,DGFS0025,approved,2024-01-05T12:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031443,DGFS0003,approved,2025-06-26T12:09:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031446,DGFS0022,approved,2023-02-17T12:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031448,DGFM0004,rejected,2024-01-12T04:21:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031449,DGFS0017,approved,2023-05-25T07:44:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031451,DGFS0005,rejected,2023-02-17T23:50:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1031454,DGFS0009,approved,2023-10-06T16:14:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031457,DGFM0001,approved,2025-03-24T04:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031458,,approved,2023-05-26T04:42:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031459,DGFM0004,approved,2023-06-03T06:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031461,DGFS0009,approved,2023-02-21T03:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031463,DGFS0018,approved,2023-01-13T07:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031467,DGFM0003,approved,2022-08-11T20:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031468,DGFS0012,approved,2024-05-17T06:51:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031469,DGFS0007,approved,2025-06-21T20:16:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031470,DGFS0024,approved,2023-01-22T06:41:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031471,DGFM0003,approved,2023-03-31T20:04:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031472,DGFM0005,approved,2025-08-22T01:09:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031473,,approved,2024-05-13T08:00:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031474,DGFM0005,approved,2025-05-15T10:49:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031475,DGFS0017,approved,2023-02-18T15:07:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031476,DGFS0015,approved,2024-09-02T09:06:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031477,,approved,2024-05-18T22:54:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031478,DGFS0023,rejected,2024-11-24T21:44:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1031479,DGFS0019,approved,2023-05-27T11:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031481,DGFS0019,rejected,2023-04-15T12:01:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031482,DGFS0008,approved,2025-02-03T00:40:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031485,,approved,2023-02-21T04:26:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031486,DGFM0004,approved,2023-09-07T07:48:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031488,DGFS0006,approved,2022-11-14T07:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031489,DGFM0004,approved,2023-11-18T05:32:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031490,,approved,2022-12-11T07:10:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031491,DGFS0004,approved,2022-11-29T07:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031493,,approved,2024-04-27T03:52:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031494,DGFS0015,approved,2025-02-20T22:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031495,DGFS0016,approved,2023-05-15T13:14:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031496,,approved,2023-10-11T11:18:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031497,DGFS0012,approved,2024-06-07T14:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031498,DGFS0002,approved,2025-03-28T23:57:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031499,DGFS0022,approved,2024-11-22T09:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031500,DGFS0024,approved,2025-04-15T06:56:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031501,DGFS0024,approved,2023-08-05T18:41:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031503,DGFS0021,approved,2024-11-18T07:40:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031507,DGFS0015,rejected,2024-05-16T00:37:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1031509,DGFS0001,approved,2023-11-21T03:18:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031510,DGFS0005,approved,2023-06-08T21:42:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031511,DGFS0023,approved,2023-12-04T09:57:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031513,,approved,2024-10-22T03:35:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031516,DGFM0004,approved,2024-01-15T13:42:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031517,DGFS0020,approved,2023-01-17T08:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031518,DGFS0015,approved,2023-08-30T15:50:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031519,DGFS0003,approved,2023-04-29T19:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031520,DGFS0024,approved,2024-01-14T18:35:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031521,DGFS0016,approved,2025-06-27T18:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031522,DGFS0009,approved,2025-05-20T13:25:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031523,DGFS0007,approved,2025-04-07T17:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031525,,approved,2025-04-06T13:20:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031526,DGFS0010,approved,2022-09-29T23:59:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031527,DGFS0003,approved,2024-02-25T21:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031530,DGFS0003,approved,2023-04-10T14:36:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031531,DGFS0004,approved,2023-01-15T08:56:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031532,DGFS0005,approved,2025-06-09T16:27:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031533,,approved,2025-04-11T09:17:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031534,DGFS0004,approved,2023-10-14T23:18:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031536,,approved,2023-05-01T09:29:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031539,DGFS0011,approved,2024-04-17T16:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031540,DGFS0023,approved,2025-07-03T23:32:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031541,DGFS0005,approved,2023-06-12T12:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031542,DGFM0005,approved,2023-04-26T16:23:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031544,DGFM0001,approved,2024-09-20T04:25:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031545,DGFS0020,approved,2022-09-23T01:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031546,DGFS0011,approved,2022-12-12T18:16:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031547,DGFS0001,approved,2024-12-20T20:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031548,DGFS0014,approved,2023-12-26T14:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031549,DGFS0023,approved,2024-09-05T19:07:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031550,DGFS0003,approved,2024-10-21T16:51:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031551,,approved,2023-05-05T06:59:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031552,DGFS0025,approved,2022-10-17T07:14:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031553,DGFS0021,approved,2025-02-10T08:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031554,DGFS0004,approved,2024-09-04T07:06:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031555,DGFS0009,approved,2024-11-02T16:07:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031558,DGFS0024,approved,2025-07-11T09:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031559,DGFS0020,approved,2024-07-15T03:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031560,DGFS0017,approved,2024-11-03T12:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031561,DGFS0019,approved,2025-06-25T00:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031563,DGFS0015,approved,2025-06-09T03:56:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031564,DGFS0012,approved,2023-09-03T07:18:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031565,DGFS0005,approved,2023-04-10T06:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031566,DGFS0012,approved,2024-05-28T01:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031567,DGFS0020,rejected,2023-07-26T22:17:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1031568,DGFS0022,rejected,2024-12-29T11:47:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1031569,,approved,2024-10-01T06:33:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031570,DGFS0024,approved,2023-10-17T14:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031571,DGFS0006,rejected,2023-08-05T10:26:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031572,DGFS0023,approved,2024-10-04T02:22:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031574,DGFM0005,approved,2023-04-16T15:58:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031575,DGFS0005,rejected,2025-07-25T14:30:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031576,,approved,2023-12-07T04:40:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031577,DGFS0018,rejected,2023-03-28T08:29:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1031579,DGFS0021,approved,2023-09-23T22:48:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031580,DGFS0003,approved,2024-06-25T00:12:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031581,,approved,2024-12-14T05:47:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031584,DGFS0024,approved,2023-06-07T14:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031585,DGFS0021,approved,2023-03-20T13:57:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031587,DGFS0005,approved,2024-03-05T05:45:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031588,DGFS0018,approved,2022-09-15T17:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031589,DGFS0018,approved,2022-08-08T14:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031592,DGFM0002,rejected,2023-08-07T06:20:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1031593,DGFS0015,approved,2024-05-03T02:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031594,DGFS0008,approved,2023-07-14T05:21:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031595,DGFS0010,approved,2023-10-04T15:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031596,DGFS0021,approved,2024-01-26T07:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031597,DGFS0016,approved,2023-02-18T17:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031598,DGFS0002,approved,2023-02-17T21:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031599,DGFS0005,approved,2023-11-14T07:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031601,DGFS0010,approved,2023-08-21T13:52:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031602,DGFS0019,rejected,2024-05-01T20:09:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1031603,DGFS0004,approved,2022-11-13T17:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031604,DGFS0006,approved,2025-04-12T10:46:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031605,DGFM0005,approved,2025-07-06T01:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031606,DGFM0005,approved,2024-07-24T02:22:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031608,DGFS0023,approved,2025-03-27T22:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031609,DGFS0018,approved,2024-08-25T19:13:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031610,DGFM0005,approved,2023-04-01T13:23:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031611,DGFM0005,rejected,2023-03-25T00:25:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1031612,,approved,2023-01-17T07:34:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031613,DGFM0004,approved,2024-11-15T21:25:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031614,,approved,2022-10-05T09:03:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031616,DGFS0006,approved,2023-04-02T01:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031618,DGFS0008,approved,2022-08-08T23:54:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031619,DGFS0007,approved,2022-08-11T08:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031620,DGFS0006,rejected,2024-12-13T01:09:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031621,,approved,2025-07-09T12:32:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031622,DGFM0003,approved,2025-01-07T17:33:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031623,DGFS0005,approved,2024-11-07T13:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031625,DGFS0002,rejected,2024-03-04T10:13:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031627,DGFS0020,approved,2022-11-03T23:40:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031628,DGFS0025,approved,2025-06-29T10:56:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031630,,approved,2024-03-07T08:58:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031632,DGFS0021,approved,2023-05-06T15:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031633,DGFS0018,approved,2022-12-22T13:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031635,DGFS0002,approved,2023-12-07T05:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031636,DGFS0007,approved,2023-11-11T21:44:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031637,DGFS0015,approved,2024-12-07T14:10:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031638,DGFS0018,approved,2022-11-24T22:06:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031639,DGFS0021,approved,2022-09-22T04:25:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031640,DGFS0016,approved,2024-02-26T01:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031642,DGFS0014,approved,2023-07-08T22:03:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031643,DGFM0003,approved,2023-10-12T07:32:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031644,DGFS0022,approved,2025-01-17T08:23:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031645,DGFS0016,approved,2023-01-11T05:51:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031647,DGFS0010,approved,2023-04-01T13:01:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031648,DGFM0002,approved,2024-10-21T17:11:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031651,DGFS0005,approved,2022-10-06T12:26:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031652,DGFS0025,approved,2023-02-09T15:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031656,,approved,2023-08-17T04:52:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031657,DGFS0003,approved,2023-04-22T06:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031658,DGFM0003,approved,2023-12-22T01:46:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031659,DGFS0001,approved,2024-07-21T21:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031660,DGFS0013,approved,2025-01-07T19:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031661,DGFS0007,rejected,2022-12-31T01:12:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031662,DGFS0025,rejected,2023-05-14T00:12:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031663,DGFS0013,rejected,2025-01-08T22:55:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1031664,DGFS0007,approved,2024-12-26T04:20:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031665,DGFS0019,approved,2024-10-23T11:53:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031668,DGFS0001,approved,2023-12-26T10:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031669,DGFS0012,approved,2022-09-20T04:58:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031671,,approved,2024-12-12T11:43:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031674,DGFS0013,approved,2023-08-01T12:17:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031675,,approved,2024-06-24T22:00:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031677,DGFS0025,approved,2023-12-20T16:44:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031678,DGFS0004,approved,2023-07-08T10:44:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031681,DGFS0001,approved,2023-03-08T18:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031683,DGFS0008,approved,2025-02-09T07:22:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031684,DGFS0010,approved,2023-09-11T08:56:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031686,DGFS0012,approved,2025-04-21T22:15:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031689,DGFS0018,approved,2025-06-24T06:04:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031691,DGFS0023,approved,2025-04-06T16:55:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031693,DGFS0019,approved,2022-11-01T01:47:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031694,DGFS0025,approved,2024-09-12T13:48:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031695,DGFM0005,approved,2024-12-12T15:55:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031696,DGFS0020,rejected,2022-10-19T08:29:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031697,DGFS0017,approved,2025-04-22T00:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031698,DGFM0004,rejected,2023-07-28T00:20:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031699,,approved,2025-02-18T04:03:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031700,DGFM0002,rejected,2024-04-08T21:57:00,Generated staff review rejected this request.,Requested setup is not supported.,staff
1031703,,approved,2023-09-14T07:02:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031704,DGFS0019,approved,2023-07-27T05:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031705,DGFS0011,approved,2023-07-03T04:29:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031706,DGFM0004,approved,2023-11-25T11:07:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031708,DGFS0006,approved,2024-01-16T19:19:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031709,DGFS0015,approved,2023-08-23T11:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031710,DGFS0003,approved,2023-02-08T17:23:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031711,DGFS0012,rejected,2024-12-24T21:52:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031712,DGFS0016,approved,2023-04-03T08:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031714,DGFS0019,rejected,2024-02-04T11:18:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1031715,DGFS0005,approved,2023-12-17T18:09:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031716,DGFS0013,approved,2022-08-03T05:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031720,DGFS0023,approved,2022-11-25T15:10:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031721,DGFM0003,approved,2023-07-06T23:46:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031722,DGFS0020,rejected,2024-11-30T08:32:00,Generated staff review rejected this request.,Requested operational support is unavailable.,staff
1031723,DGFS0011,approved,2023-11-05T23:30:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031724,DGFS0024,approved,2023-11-05T13:43:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031725,DGFM0004,approved,2024-04-07T00:11:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031728,DGFM0003,approved,2023-04-06T03:58:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031731,DGFS0002,approved,2022-12-18T15:05:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031732,DGFS0022,approved,2023-02-18T19:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031734,DGFS0014,approved,2024-03-28T07:36:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031735,DGFM0001,approved,2022-11-30T03:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031736,DGFS0024,approved,2023-05-07T05:16:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031737,DGFS0021,approved,2023-06-17T22:39:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031738,DGFS0010,approved,2025-08-01T05:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031740,DGFS0014,rejected,2022-10-20T10:25:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1031741,DGFS0023,approved,2023-11-04T17:16:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031744,DGFS0006,approved,2023-03-05T05:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031745,DGFS0005,approved,2022-10-09T08:41:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031746,DGFS0007,approved,2023-12-10T11:23:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031747,DGFS0021,approved,2024-09-05T18:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031748,DGFS0003,approved,2024-02-26T00:08:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031749,DGFS0004,approved,2024-10-01T06:00:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031750,DGFS0023,approved,2023-02-28T16:22:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031752,,approved,2024-12-12T11:41:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031753,DGFS0007,approved,2023-11-17T04:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031754,DGFS0021,rejected,2023-06-09T16:15:00,Generated staff review rejected this request.,Purpose does not satisfy the space policy.,staff
1031755,DGFS0020,approved,2025-05-25T04:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031756,DGFM0004,approved,2025-07-23T13:48:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031757,DGFS0004,approved,2024-08-10T11:37:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031759,DGFS0017,approved,2025-01-11T12:31:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031760,DGFS0012,approved,2022-11-24T06:11:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031761,DGFS0005,approved,2023-03-15T10:02:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031762,DGFS0024,approved,2022-11-07T15:07:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031763,DGFS0021,approved,2022-11-28T20:34:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031764,DGFS0012,approved,2025-07-31T00:11:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031765,DGFS0014,approved,2023-04-17T14:15:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031766,DGFS0009,approved,2023-03-25T04:28:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031767,,approved,2022-09-08T12:34:00,Automatically approved at submission time; generated usage policy satisfied.,,automatic
1031768,DGFS0018,approved,2024-11-02T18:46:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031769,DGFM0003,approved,2024-06-05T02:15:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031770,DGFS0009,approved,2024-09-06T23:38:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
1031771,DGFS0010,approved,2024-10-07T11:15:00,"Generated staff approval: room, capacity, and policy checks passed.",,staff
