booking_id,actual_start_time,checked_in_by,initial_condition,actual_end_time,final_condition,usage_notes
1005421,2023-12-02T11:05:00,DGFS0002,Generated check-in: room ready for use.,2023-12-02T13:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005423,2023-03-09T10:59:00,DGFS0013,Generated check-in: room ready for use.,2023-03-09T13:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005424,2024-10-09T08:55:00,DGFS0025,Generated check-in: room ready for use.,2024-10-09T11:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005426,2022-10-21T09:55:00,DGFS0020,Generated check-in: room ready for use.,2022-10-21T10:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005427,2024-04-16T13:09:00,DGFS0010,Generated check-in: room ready for use.,2024-04-16T15:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005428,2025-08-18T09:50:00,DGFS0009,Generated check-in: room ready for use.,2025-08-18T11:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005432,2024-08-05T11:51:00,DGFM0003,Generated check-in: room ready for use.,2024-08-05T14:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005433,2024-08-25T14:54:00,DGFS0018,Generated check-in: room ready for use.,2024-08-25T17:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005436,2025-07-05T15:08:00,DGFS0015,Generated check-in: room ready for use.,2025-07-05T16:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005440,2024-11-04T09:08:00,DGFS0022,Generated check-in: room ready for use.,2024-11-04T11:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005443,2024-04-02T11:06:00,DGFS0014,Generated check-in: room ready for use.,2024-04-02T11:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005450,2025-01-14T09:06:00,DGFS0024,Generated check-in: room ready for use.,2025-01-14T11:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005452,2023-08-27T09:02:00,DGFS0025,Generated check-in: room ready for use.,2023-08-27T10:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005453,2024-11-17T07:53:00,DGFM0005,Generated check-in: room ready for use.,2024-11-17T11:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005456,2023-05-19T09:04:00,DGFM0005,Generated check-in: room ready for use.,2023-05-19T10:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005460,2022-10-12T12:03:00,DGFS0006,Generated check-in: room ready for use.,2022-10-12T14:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005462,2024-03-30T13:02:00,DGFS0010,Generated check-in: room ready for use.,2024-03-30T14:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005465,2023-02-21T09:02:00,DGFS0002,Generated check-in: room ready for use.,2023-02-21T12:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005469,2024-09-25T11:10:00,DGFS0011,Generated check-in: room ready for use.,2024-09-25T13:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005470,2023-03-18T08:59:00,DGFS0004,Generated check-in: room ready for use.,2023-03-18T10:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005473,2023-02-06T16:10:00,DGFS0011,Generated check-in: room ready for use.,2023-02-06T17:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005474,2024-08-19T16:04:00,DGFS0013,Generated check-in: room ready for use.,2024-08-19T17:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005477,2025-06-26T16:51:00,DGFS0017,Generated check-in: room ready for use.,2025-06-26T18:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005481,2025-04-05T11:06:00,DGFS0016,Generated check-in: room ready for use.,2025-04-05T12:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005487,2023-10-18T13:56:00,DGFS0015,Generated check-in: room ready for use.,2023-10-18T15:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005490,2024-11-14T08:09:00,DGFS0011,Generated check-in: room ready for use.,2024-11-14T11:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005493,2024-07-20T11:58:00,DGFS0006,Generated check-in: room ready for use.,2024-07-20T13:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005498,2022-11-24T08:50:00,DGFS0011,Generated check-in: room ready for use.,2022-11-24T10:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005499,2024-04-11T08:04:00,DGFS0010,Generated check-in: room ready for use.,2024-04-11T09:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005500,2023-04-07T09:08:00,DGFS0017,Generated check-in: room ready for use.,2023-04-07T10:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005502,2024-12-18T07:58:00,DGFM0001,Generated check-in: room ready for use.,2024-12-18T09:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005505,2023-12-06T08:59:00,DGFS0012,Generated check-in: room ready for use.,2023-12-06T09:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005507,2022-09-06T12:52:00,DGFS0015,Generated check-in: room ready for use.,2022-09-06T14:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005508,2022-10-21T13:00:00,DGFM0004,Generated check-in: room ready for use.,2022-10-21T14:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005509,2023-07-11T10:05:00,DGFS0017,Generated check-in: room ready for use.,2023-07-11T13:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005512,2022-10-11T10:06:00,DGFS0009,Generated check-in: room ready for use.,2022-10-11T11:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005514,2023-05-15T13:05:00,DGFS0015,Generated check-in: room ready for use.,2023-05-15T14:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005520,2025-04-22T12:04:00,DGFM0004,Generated check-in: room ready for use.,2025-04-22T14:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005521,2024-05-09T11:54:00,DGFS0022,Generated check-in: room ready for use.,2024-05-09T14:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005523,2024-09-27T13:51:00,DGFS0009,Generated check-in: room ready for use.,2024-09-27T15:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005530,2024-03-15T11:52:00,DGFS0020,Generated check-in: room ready for use.,2024-03-15T13:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005531,2025-01-04T17:03:00,DGFS0022,Generated check-in: room ready for use.,2025-01-04T18:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005532,2023-12-09T09:58:00,DGFS0020,Generated check-in: room ready for use.,2023-12-09T13:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005536,2023-09-09T11:55:00,DGFS0011,Generated check-in: room ready for use.,2023-09-09T14:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005537,2022-12-05T10:59:00,DGFS0004,Generated check-in: room ready for use.,2022-12-05T12:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005540,2024-12-23T08:51:00,DGFM0003,Generated check-in: room ready for use.,2024-12-23T09:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005544,2024-08-12T07:52:00,DGFS0011,Generated check-in: room ready for use.,2024-08-12T09:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005548,2022-12-06T10:08:00,DGFS0010,Generated check-in: room ready for use.,2022-12-06T11:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005549,2025-04-20T11:50:00,DGFS0022,Generated check-in: room ready for use.,2025-04-20T14:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005550,2023-08-24T17:04:00,DGFS0015,Generated check-in: room ready for use.,2023-08-24T17:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005553,2024-12-08T07:56:00,DGFM0001,Generated check-in: room ready for use.,2024-12-08T11:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005555,2025-05-06T08:10:00,DGFS0019,Generated check-in: room ready for use.,2025-05-06T09:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005556,2023-09-14T13:53:00,DGFS0013,Generated check-in: room ready for use.,2023-09-14T16:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005557,2025-01-05T16:07:00,DGFS0011,Generated check-in: room ready for use.,2025-01-05T18:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005558,2023-12-08T14:56:00,DGFS0017,Generated check-in: room ready for use.,2023-12-08T16:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005561,2025-07-14T12:03:00,DGFS0008,Generated check-in: room ready for use.,2025-07-14T13:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005562,2024-11-24T13:59:00,DGFS0007,Generated check-in: room ready for use.,2024-11-24T16:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005563,2024-10-02T17:10:00,DGFS0011,Generated check-in: room ready for use.,2024-10-02T17:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005565,2023-02-04T08:06:00,DGFS0005,Generated check-in: room ready for use.,2023-02-04T09:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005570,2023-12-15T15:02:00,DGFS0017,Generated check-in: room ready for use.,2023-12-15T16:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005572,2025-08-02T12:01:00,DGFS0003,Generated check-in: room ready for use.,2025-08-02T13:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005576,2023-03-31T13:56:00,DGFS0002,Generated check-in: room ready for use.,2023-03-31T15:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005580,2023-01-19T10:05:00,DGFM0001,Generated check-in: room ready for use.,2023-01-19T11:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005581,2024-05-28T16:08:00,DGFS0008,Generated check-in: room ready for use.,2024-05-28T17:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005583,2023-07-14T15:59:00,DGFS0003,Generated check-in: room ready for use.,2023-07-14T18:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005584,2023-10-24T10:55:00,DGFS0017,Generated check-in: room ready for use.,2023-10-24T13:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005585,2024-10-19T07:59:00,DGFS0001,Generated check-in: room ready for use.,2024-10-19T09:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005587,2023-11-28T14:03:00,DGFS0003,Generated check-in: room ready for use.,2023-11-28T14:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005588,2023-08-12T17:03:00,DGFS0006,Generated check-in: room ready for use.,2023-08-12T18:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005591,2023-11-19T12:04:00,DGFM0002,Generated check-in: room ready for use.,2023-11-19T14:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005593,2025-06-14T15:00:00,DGFM0004,Generated check-in: room ready for use.,2025-06-14T16:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005596,2025-04-06T10:10:00,DGFS0011,Generated check-in: room ready for use.,2025-04-06T13:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005597,2023-01-09T14:51:00,DGFM0003,Generated check-in: room ready for use.,2023-01-09T16:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005600,2023-06-10T16:00:00,DGFS0012,Generated check-in: room ready for use.,2023-06-10T16:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005601,2023-07-15T14:09:00,DGFS0024,Generated check-in: room ready for use.,2023-07-15T16:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005607,2024-01-06T10:03:00,DGFS0018,Generated check-in: room ready for use.,2024-01-06T11:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005608,2024-03-22T13:04:00,DGFS0009,Generated check-in: room ready for use.,2024-03-22T14:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005610,2023-02-21T07:56:00,DGFS0008,Generated check-in: room ready for use.,2023-02-21T09:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005612,2025-01-13T15:06:00,DGFM0004,Generated check-in: room ready for use.,2025-01-13T16:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005614,2024-11-27T10:53:00,DGFS0019,Generated check-in: room ready for use.,2024-11-27T12:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005617,2024-09-26T10:00:00,DGFS0007,Generated check-in: room ready for use.,2024-09-26T11:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005618,2024-07-22T17:02:00,DGFS0005,Generated check-in: room ready for use.,2024-07-22T18:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005619,2023-01-07T11:05:00,DGFS0012,Generated check-in: room ready for use.,2023-01-07T12:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005620,2022-09-02T13:50:00,DGFS0022,Generated check-in: room ready for use.,2022-09-02T15:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005621,2025-04-28T09:03:00,DGFS0018,Generated check-in: room ready for use.,2025-04-28T10:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005622,2023-07-17T09:01:00,DGFS0025,Generated check-in: room ready for use.,2023-07-17T11:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005625,2023-08-09T16:10:00,DGFM0001,Generated check-in: room ready for use.,2023-08-09T17:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005632,2025-05-12T15:04:00,DGFS0004,Generated check-in: room ready for use.,2025-05-12T16:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005635,2022-12-17T16:01:00,DGFS0023,Generated check-in: room ready for use.,2022-12-17T16:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005636,2024-06-23T16:03:00,DGFS0025,Generated check-in: room ready for use.,2024-06-23T17:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005638,2025-07-28T09:55:00,DGFS0023,Generated check-in: room ready for use.,2025-07-28T12:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005639,2023-12-03T12:52:00,DGFS0016,Generated check-in: room ready for use.,2023-12-03T15:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005640,2024-11-21T14:52:00,DGFM0004,Generated check-in: room ready for use.,2024-11-21T16:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005641,2024-03-14T17:07:00,DGFS0005,Generated check-in: room ready for use.,2024-03-14T18:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005646,2024-05-22T12:54:00,DGFS0003,Generated check-in: room ready for use.,2024-05-22T15:04:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005650,2023-12-25T16:59:00,DGFS0017,Generated check-in: room ready for use.,2023-12-25T17:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005651,2024-08-11T11:51:00,DGFS0023,Generated check-in: room ready for use.,2024-08-11T14:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005656,2023-07-31T09:04:00,DGFM0003,Generated check-in: room ready for use.,2023-07-31T11:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005657,2024-05-26T11:05:00,DGFS0009,Generated check-in: room ready for use.,2024-05-26T13:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005662,2025-01-12T15:00:00,DGFS0009,Generated check-in: room ready for use.,2025-01-12T16:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005664,2023-10-30T08:02:00,DGFS0008,Generated check-in: room ready for use.,2023-10-30T09:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005667,2023-09-29T11:55:00,DGFS0006,Generated check-in: room ready for use.,2023-09-29T14:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005673,2024-02-06T12:58:00,DGFS0001,Generated check-in: room ready for use.,2024-02-06T14:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005677,2023-11-01T08:59:00,DGFS0022,Generated check-in: room ready for use.,2023-11-01T10:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005679,2023-10-10T07:52:00,DGFS0012,Generated check-in: room ready for use.,2023-10-10T10:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005684,2024-05-01T12:01:00,DGFS0024,Generated check-in: room ready for use.,2024-05-01T12:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005685,2024-07-23T09:09:00,DGFS0019,Generated check-in: room ready for use.,2024-07-23T09:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005695,2024-09-27T12:59:00,DGFS0010,Generated check-in: room ready for use.,2024-09-27T14:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005697,2023-08-14T10:52:00,DGFS0013,Generated check-in: room ready for use.,2023-08-14T11:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005699,2025-05-13T15:52:00,DGFS0019,Generated check-in: room ready for use.,2025-05-13T17:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005703,2024-07-01T11:09:00,DGFS0003,Generated check-in: room ready for use.,2024-07-01T11:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005707,2023-12-10T10:54:00,DGFS0025,Generated check-in: room ready for use.,2023-12-10T13:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005713,2023-04-23T11:59:00,DGFS0012,Generated check-in: room ready for use.,2023-04-23T14:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005715,2023-07-12T13:53:00,DGFS0020,Generated check-in: room ready for use.,2023-07-12T14:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005716,2023-09-29T09:59:00,DGFM0005,Generated check-in: room ready for use.,2023-09-29T11:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005720,2022-11-20T08:05:00,DGFM0005,Generated check-in: room ready for use.,2022-11-20T09:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005722,2024-07-28T08:06:00,DGFS0014,Generated check-in: room ready for use.,2024-07-28T09:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005728,2024-10-19T11:06:00,DGFS0021,Generated check-in: room ready for use.,2024-10-19T12:59:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005733,2023-01-04T07:55:00,DGFS0007,Generated check-in: room ready for use.,2023-01-04T09:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005735,2022-09-09T08:52:00,DGFS0009,Generated check-in: room ready for use.,2022-09-09T10:15:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005736,2024-07-20T17:09:00,DGFS0009,Generated check-in: room ready for use.,2024-07-20T17:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005738,2024-09-07T08:57:00,DGFS0007,Generated check-in: room ready for use.,2024-09-07T12:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005739,2023-11-17T16:08:00,DGFS0017,Generated check-in: room ready for use.,2023-11-17T18:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005743,2025-08-09T15:03:00,DGFS0016,Generated check-in: room ready for use.,2025-08-09T17:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005744,2023-03-12T16:05:00,DGFM0002,Generated check-in: room ready for use.,2023-03-12T18:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005749,2024-05-12T07:58:00,DGFS0023,Generated check-in: room ready for use.,2024-05-12T09:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005754,2022-11-24T13:58:00,DGFS0005,Generated check-in: room ready for use.,2022-11-24T15:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005758,2024-04-30T09:05:00,DGFS0005,Generated check-in: room ready for use.,2024-04-30T12:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005759,2024-12-15T13:55:00,DGFS0005,Generated check-in: room ready for use.,2024-12-15T16:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005762,2023-10-14T11:56:00,DGFS0021,Generated check-in: room ready for use.,2023-10-14T14:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005763,2023-07-22T15:00:00,DGFM0002,Generated check-in: room ready for use.,2023-07-22T16:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005766,2025-05-16T14:10:00,DGFS0014,Generated check-in: room ready for use.,2025-05-16T14:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005771,2022-11-06T15:02:00,DGFS0014,Generated check-in: room ready for use.,2022-11-06T16:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005774,2023-09-03T14:51:00,DGFS0014,Generated check-in: room ready for use.,2023-09-03T16:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005778,2023-06-15T11:58:00,DGFS0020,Generated check-in: room ready for use.,2023-06-15T13:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005781,2024-12-21T10:53:00,DGFM0002,Generated check-in: room ready for use.,2024-12-21T13:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005785,2023-05-30T08:05:00,DGFS0009,Generated check-in: room ready for use.,2023-05-30T10:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005791,2024-03-03T17:06:00,DGFS0006,Generated check-in: room ready for use.,2024-03-03T18:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005794,2024-12-04T16:01:00,DGFS0006,Generated check-in: room ready for use.,2024-12-04T17:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005796,2023-05-25T14:09:00,DGFM0001,Generated check-in: room ready for use.,2023-05-25T15:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005798,2022-11-24T12:50:00,DGFS0021,Generated check-in: room ready for use.,2022-11-24T13:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005803,2022-09-04T13:50:00,DGFS0018,Generated check-in: room ready for use.,2022-09-04T16:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005805,2025-03-28T08:58:00,DGFS0011,Generated check-in: room ready for use.,2025-03-28T10:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005809,2025-05-19T15:50:00,DGFS0022,Generated check-in: room ready for use.,2025-05-19T18:14:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005811,2024-09-02T10:00:00,DGFS0016,Generated check-in: room ready for use.,2024-09-02T10:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005812,2025-02-10T17:06:00,DGFS0022,Generated check-in: room ready for use.,2025-02-10T18:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005813,2023-11-11T13:56:00,DGFS0015,Generated check-in: room ready for use.,2023-11-11T15:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005814,2024-07-20T11:09:00,DGFS0004,Generated check-in: room ready for use.,2024-07-20T13:12:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005818,2023-08-07T13:06:00,DGFM0001,Generated check-in: room ready for use.,2023-08-07T13:57:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005819,2024-11-02T12:55:00,DGFS0017,Generated check-in: room ready for use.,2024-11-02T16:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005820,2023-12-30T09:04:00,DGFM0004,Generated check-in: room ready for use.,2023-12-30T11:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005821,2022-09-08T13:03:00,DGFS0011,Generated check-in: room ready for use.,2022-09-08T15:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005824,2024-06-17T12:03:00,DGFS0010,Generated check-in: room ready for use.,2024-06-17T14:10:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005825,2024-07-13T11:09:00,DGFS0018,Generated check-in: room ready for use.,2024-07-13T13:01:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005826,2023-10-24T15:56:00,DGFM0004,Generated check-in: room ready for use.,2023-10-24T17:03:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005830,2024-02-12T12:53:00,DGFS0021,Generated check-in: room ready for use.,2024-02-12T14:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005831,2024-03-01T10:55:00,DGFS0022,Generated check-in: room ready for use.,2024-03-01T12:55:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005833,2024-05-24T12:54:00,DGFM0002,Generated check-in: room ready for use.,2024-05-24T13:56:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005840,2023-02-06T12:05:00,DGFS0012,Generated check-in: room ready for use.,2023-02-06T13:02:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005843,2024-12-22T16:55:00,DGFS0013,Generated check-in: room ready for use.,2024-12-22T18:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005844,2023-12-22T11:50:00,DGFS0014,Generated check-in: room ready for use.,2023-12-22T13:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005849,2022-11-14T13:03:00,DGFS0019,Generated check-in: room ready for use.,2022-11-14T14:07:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005851,2023-04-12T12:01:00,DGFM0004,Generated check-in: room ready for use.,2023-04-12T12:58:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005852,2023-09-11T14:00:00,DGFS0019,Generated check-in: room ready for use.,2023-09-11T15:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005853,2024-09-19T13:53:00,DGFS0023,Generated check-in: room ready for use.,2024-09-19T16:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005854,2024-10-30T10:52:00,DGFS0002,Generated check-in: room ready for use.,2024-10-30T12:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005856,2024-01-28T10:00:00,DGFS0011,Generated check-in: room ready for use.,2024-01-28T11:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005857,2024-04-09T15:53:00,DGFS0019,Generated check-in: room ready for use.,2024-04-09T17:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005859,2023-06-17T09:03:00,DGFS0006,Generated check-in: room ready for use.,2023-06-17T10:13:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005860,2023-12-04T08:56:00,DGFS0019,Generated check-in: room ready for use.,2023-12-04T11:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005863,2023-10-07T07:50:00,DGFS0008,Generated check-in: room ready for use.,2023-10-07T09:00:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005864,2023-10-19T16:52:00,DGFM0005,Generated check-in: room ready for use.,2023-10-19T18:06:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005865,2023-04-10T14:58:00,DGFS0012,Generated check-in: room ready for use.,2023-04-10T16:09:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005869,2023-05-25T13:05:00,DGFS0004,Generated check-in: room ready for use.,2023-05-25T14:08:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005870,2024-03-24T09:00:00,DGFS0014,Generated check-in: room ready for use.,2024-03-24T10:05:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
1005871,2025-01-11T16:02:00,DGFS0016,Generated check-in: room ready for use.,2025-01-11T18:11:00,Generated completion: room returned in acceptable condition.,Generated completed usage session.
