maintenance_id,staff_id,assigned_at,unassigned_at,assignment_role
1000348,DGFS0008,2023-01-13T10:14:00,2023-01-13T13:30:00,primary
1000349,DGFS0016,2024-05-28T09:41:00,2024-05-28T13:30:00,primary
1000350,DGFS0015,2023-03-02T11:49:00,2023-03-02T13:30:00,primary
1000351,DGFM0005,2024-08-13T16:54:00,2024-08-13T18:00:00,primary
1000352,DGFS0017,2024-11-09T11:42:00,2024-11-09T13:00:00,primary
1000353,DGFS0013,2023-06-09T10:31:00,2023-06-09T12:00:00,primary
1000354,DGFS0021,2023-12-22T09:50:00,2023-12-22T12:30:00,primary
1000355,DGFS0008,2024-04-29T15:07:00,2024-04-29T17:00:00,primary
1000356,DGFS0017,2024-09-06T14:07:00,2024-09-06T16:30:00,primary
1000357,DGFS0003,2024-09-24T11:08:00,2024-09-24T12:30:00,primary
1000358,DGFS0020,2024-07-04T11:59:00,2024-07-04T13:30:00,primary
1000359,DGFM0001,2022-10-27T10:16:00,2022-10-27T11:30:00,primary
1000360,DGFM0003,2023-03-26T11:41:00,2023-03-26T14:00:00,primary
1000361,DGFS0006,2025-03-10T14:54:00,2025-03-10T16:30:00,primary
1000362,DGFS0004,2025-02-02T09:05:00,2025-02-02T10:30:00,primary
1000363,DGFS0016,2025-06-04T09:40:00,2025-06-04T11:00:00,primary
1000364,DGFS0014,2024-03-10T08:29:00,2024-03-10T10:30:00,primary
1000365,DGFS0010,2024-12-10T14:41:00,2024-12-10T17:30:00,primary
1000366,DGFS0021,2025-07-17T14:54:00,2025-07-17T16:00:00,primary
1000367,DGFS0015,2025-01-13T16:22:00,2025-01-13T17:30:00,primary
1000368,DGFS0001,2025-01-17T07:36:00,2025-01-17T10:30:00,primary
1000369,DGFS0009,2023-07-17T16:03:00,2023-07-17T18:00:00,primary
1000370,DGFS0008,2023-01-01T15:09:00,2023-01-01T16:30:00,primary
1000371,DGFS0008,2025-05-26T15:38:00,2025-05-26T17:30:00,primary
1000372,DGFS0019,2023-04-21T17:03:00,2023-04-21T18:30:00,primary
1000373,DGFS0015,2025-08-17T10:30:00,2025-08-17T11:30:00,primary
1000374,DGFS0009,2024-07-29T16:30:00,2024-07-29T17:30:00,primary
1000375,DGFS0022,2025-02-13T08:06:00,2025-02-13T09:30:00,primary
1000376,DGFS0024,2023-09-16T12:02:00,2023-09-16T14:30:00,primary
1000377,DGFM0001,2024-09-06T09:41:00,2024-09-06T11:00:00,primary
1000378,DGFS0024,2024-11-08T09:01:00,2024-11-08T10:30:00,primary
1000379,DGFS0007,2025-06-22T15:24:00,2025-06-22T17:30:00,primary
1000380,DGFS0011,2024-07-19T17:11:00,2024-07-19T18:30:00,primary
1000381,DGFS0008,2022-10-08T16:29:00,2022-10-08T18:30:00,primary
1000382,DGFS0014,2025-04-12T11:24:00,2025-04-12T13:30:00,primary
1000383,DGFS0024,2023-12-21T08:57:00,2023-12-21T10:30:00,primary
1000384,DGFS0017,2024-02-07T15:58:00,2024-02-07T18:30:00,primary
1000385,DGFS0015,2023-03-11T13:18:00,2023-03-11T15:00:00,primary
1000386,DGFS0015,2025-05-27T14:28:00,2025-05-27T15:30:00,primary
1000387,DGFS0011,2024-06-16T14:07:00,2024-06-16T16:30:00,primary
1000388,DGFS0002,2024-03-31T09:36:00,2024-03-31T11:30:00,primary
1000389,DGFM0005,2024-05-14T13:40:00,2024-05-14T17:30:00,primary
1000390,DGFM0004,2023-12-03T09:20:00,2023-12-03T10:30:00,primary
1000391,DGFS0012,2022-09-16T09:41:00,2022-09-16T11:30:00,primary
1000392,DGFS0008,2024-03-22T14:24:00,2024-03-22T15:30:00,primary
1000393,DGFS0008,2025-01-13T12:59:00,2025-01-13T14:30:00,primary
1000394,DGFS0025,2024-12-19T11:01:00,2024-12-19T12:30:00,primary
1000395,DGFS0023,2023-08-03T15:22:00,2023-08-03T18:00:00,primary
1000396,DGFS0023,2025-01-12T09:45:00,2025-01-12T11:30:00,primary
1000397,DGFM0005,2024-09-21T11:34:00,2024-09-21T13:00:00,primary
1000398,DGFS0009,2022-12-25T09:19:00,2022-12-25T10:30:00,primary
1000399,DGFS0024,2023-03-30T14:52:00,2023-03-30T16:30:00,primary
1000400,DGFS0022,2024-09-27T09:22:00,2024-09-27T11:00:00,primary
1000401,DGFS0023,2023-11-16T16:07:00,2023-11-16T18:30:00,primary
1000402,DGFS0007,2023-06-03T08:57:00,2023-06-03T11:30:00,primary
1000403,DGFS0004,2024-09-13T09:17:00,2024-09-13T10:30:00,primary
1000404,DGFS0009,2022-10-10T11:27:00,2022-10-10T12:30:00,primary
1000405,DGFM0003,2022-11-17T16:14:00,2022-11-17T18:30:00,primary
1000406,DGFM0003,2022-12-04T12:35:00,2022-12-04T14:00:00,primary
1000407,DGFS0001,2024-10-13T10:00:00,2024-10-13T11:00:00,primary
1000408,DGFS0001,2024-10-27T12:24:00,2024-10-27T14:00:00,primary
1000409,DGFS0007,2024-05-19T12:37:00,2024-05-19T15:30:00,primary
1000410,DGFS0004,2024-03-27T12:28:00,2024-03-27T14:30:00,primary
1000411,DGFS0023,2022-12-19T11:13:00,2022-12-19T14:30:00,primary
1000412,DGFS0018,2024-12-21T10:49:00,2024-12-21T12:30:00,primary
1000413,DGFM0002,2022-09-10T15:22:00,2022-09-10T16:30:00,primary
1000414,DGFM0002,2024-01-02T07:35:00,2024-01-02T09:30:00,primary
1000415,DGFS0022,2025-06-01T13:04:00,2025-06-01T15:30:00,primary
1000416,DGFS0010,2023-08-24T12:52:00,2023-08-24T15:30:00,primary
1000417,DGFS0013,2023-05-22T16:05:00,2023-05-22T17:30:00,primary
1000418,DGFS0005,2024-11-14T15:22:00,2024-11-14T18:00:00,primary
1000419,DGFS0009,2022-09-13T10:55:00,2022-09-13T12:00:00,primary
1000420,DGFS0006,2025-03-28T12:58:00,2025-03-28T15:00:00,primary
1000421,DGFS0018,2023-05-26T14:40:00,2023-05-26T17:30:00,primary
1000422,DGFS0003,2024-05-03T12:39:00,2024-05-03T15:00:00,primary
1000423,DGFS0016,2025-08-22T14:57:00,2025-08-22T16:30:00,primary
1000424,DGFS0016,2025-08-24T15:39:00,2025-08-24T17:30:00,primary
1000425,DGFS0016,2025-08-04T17:29:00,2025-08-04T18:30:00,primary
1000426,DGFM0002,2024-02-24T10:19:00,2024-02-24T11:30:00,primary
1000427,DGFS0008,2023-09-20T12:12:00,2023-09-20T13:30:00,primary
1000428,DGFS0025,2024-08-21T13:45:00,2024-08-21T16:30:00,primary
1000429,DGFS0001,2024-03-13T07:43:00,2024-03-13T10:30:00,primary
1000430,DGFS0003,2024-03-06T15:58:00,2024-03-06T18:30:00,primary
1000431,DGFS0024,2023-07-01T09:56:00,2023-07-01T12:30:00,primary
1000432,DGFM0003,2024-10-15T12:07:00,2024-10-15T14:00:00,primary
1000433,DGFS0013,2024-01-04T10:37:00,2024-01-04T12:30:00,primary
1000434,DGFS0005,2024-09-13T09:19:00,2024-09-13T10:30:00,primary
1000435,DGFS0016,2024-01-04T08:38:00,2024-01-04T11:30:00,primary
1000436,DGFS0009,2022-10-13T11:38:00,2022-10-13T14:30:00,primary
1000437,DGFS0009,2023-11-17T15:25:00,2023-11-17T16:30:00,primary
1000438,DGFM0005,2023-01-10T15:52:00,2023-01-10T18:30:00,primary
1000439,DGFS0007,2023-07-09T13:50:00,2023-07-09T15:30:00,primary
1000440,DGFM0001,2024-11-22T09:04:00,2024-11-22T10:30:00,primary
1000441,DGFS0016,2023-02-16T08:50:00,2023-02-16T10:00:00,primary
1000442,DGFS0002,2025-08-28T08:59:00,2025-08-28T11:30:00,primary
1000443,DGFS0007,2023-12-19T12:53:00,2023-12-19T14:30:00,primary
1000444,DGFS0007,2024-08-11T10:39:00,2024-08-11T12:00:00,primary
1000445,DGFS0009,2023-11-17T10:30:00,2023-11-17T12:30:00,primary
1000446,DGFS0018,2024-05-17T11:49:00,2024-05-17T14:00:00,primary
1000447,DGFS0016,2024-08-12T07:37:00,2024-08-12T10:00:00,primary
1000448,DGFS0011,2023-06-27T09:20:00,2023-06-27T11:30:00,primary
1000449,DGFS0004,2024-03-28T08:39:00,2024-03-28T10:30:00,primary
1000450,DGFS0014,2025-07-21T14:53:00,2025-07-21T16:30:00,primary
1000451,DGFS0023,2023-08-02T08:45:00,2023-08-02T10:30:00,primary
1000452,DGFM0005,2024-12-12T14:08:00,2024-12-12T16:00:00,primary
1000453,DGFS0010,2024-11-27T08:30:00,2024-11-27T10:00:00,primary
1000454,DGFS0004,2023-08-08T17:26:00,2023-08-08T18:30:00,primary
1000455,DGFS0007,2025-06-21T09:12:00,2025-06-21T12:00:00,primary
1000456,DGFS0002,2023-08-15T12:06:00,2023-08-15T13:30:00,primary
1000457,DGFS0013,2024-10-25T15:46:00,2024-10-25T17:30:00,primary
1000458,DGFS0025,2025-03-25T13:50:00,2025-03-25T16:30:00,primary
1000459,DGFS0010,2025-02-19T11:10:00,2025-02-19T12:30:00,primary
1000460,DGFS0010,2023-11-26T16:15:00,2023-11-26T18:30:00,primary
1000461,DGFS0012,2023-12-09T16:30:00,2023-12-09T17:30:00,primary
1000462,DGFS0002,2024-01-19T07:55:00,2024-01-19T09:30:00,primary
1000463,DGFS0004,2024-07-06T10:55:00,2024-07-06T12:30:00,primary
1000464,DGFS0019,2023-07-08T08:51:00,2023-07-08T10:00:00,primary
1000465,DGFS0008,2024-07-18T15:12:00,2024-07-18T17:00:00,primary
1000466,DGFS0024,2023-10-21T11:21:00,2023-10-21T13:30:00,primary
1000467,DGFS0008,2022-11-29T09:18:00,2022-11-29T11:30:00,primary
1000468,DGFS0017,2023-06-30T12:15:00,2023-06-30T14:30:00,primary
1000469,DGFM0002,2023-06-01T16:23:00,2023-06-01T17:30:00,primary
1000470,DGFM0001,2024-11-26T13:14:00,2024-11-26T15:30:00,primary
1000471,DGFS0007,2023-09-03T07:44:00,2023-09-03T09:30:00,primary
1000472,DGFS0024,2024-04-22T09:37:00,2024-04-22T13:30:00,primary
1000473,DGFS0008,2022-11-01T08:30:00,2022-11-01T09:30:00,primary
1000474,DGFS0003,2024-12-12T08:28:00,2024-12-12T10:00:00,primary
1000475,DGFS0025,2023-06-29T13:55:00,2023-06-29T16:00:00,primary
1000476,DGFS0005,2025-01-03T13:59:00,2025-01-03T15:30:00,primary
1000477,DGFS0004,2024-08-06T13:17:00,2024-08-06T14:30:00,primary
1000478,DGFS0012,2024-05-17T13:22:00,2024-05-17T15:30:00,primary
1000479,DGFS0024,2024-06-22T13:07:00,2024-06-22T14:30:00,primary
1000480,DGFS0020,2023-12-06T08:45:00,2023-12-06T10:30:00,primary
1000481,DGFM0004,2025-04-02T11:45:00,2025-04-02T13:30:00,primary
1000482,DGFM0001,2024-11-08T13:47:00,2024-11-08T15:30:00,primary
1000483,DGFS0025,2024-07-19T15:00:00,2024-07-19T17:30:00,primary
1000484,DGFM0002,2025-05-17T17:28:00,2025-05-17T18:30:00,primary
1000485,DGFS0018,2023-03-16T12:40:00,2023-03-16T14:00:00,primary
1000486,DGFS0006,2024-03-27T09:55:00,2024-03-27T11:30:00,primary
1000487,DGFM0004,2024-01-08T12:07:00,2024-01-08T13:30:00,primary
1000488,DGFS0010,2023-04-01T16:11:00,2023-04-01T17:30:00,primary
1000489,DGFS0007,2022-09-17T09:23:00,2022-09-17T10:30:00,primary
1000490,DGFM0004,2024-06-01T13:50:00,2024-06-01T17:30:00,primary
1000491,DGFS0020,2024-09-06T11:47:00,2024-09-06T13:30:00,primary
1000492,DGFS0014,2024-03-07T13:51:00,2024-03-07T15:30:00,primary
1000493,DGFS0016,2025-08-06T11:15:00,2025-08-06T13:00:00,primary
1000494,DGFS0012,2023-03-02T11:52:00,2023-03-02T14:00:00,primary
1000495,DGFS0022,2025-08-25T12:56:00,2025-08-25T15:30:00,primary
1000496,DGFS0010,2025-05-29T09:01:00,2025-05-29T10:30:00,primary
1000497,DGFS0009,2023-05-31T10:13:00,2023-05-31T11:30:00,primary
1000498,DGFS0025,2023-03-11T08:02:00,2023-03-11T10:00:00,primary
1000499,DGFS0019,2024-09-17T13:16:00,2024-09-17T16:30:00,primary
1000500,DGFS0017,2024-09-29T10:04:00,2024-09-29T11:40:00,primary
1000501,DGFM0001,2023-10-13T15:48:00,2023-10-13T18:40:00,primary
1000502,DGFS0024,2022-12-20T17:06:00,2022-12-20T18:40:00,primary
1000503,DGFM0002,2024-10-27T16:22:00,2024-10-27T17:40:00,primary
1000504,DGFS0009,2024-05-26T10:19:00,2024-05-26T11:40:00,primary
1000505,DGFS0017,2024-07-03T08:48:00,2024-07-03T10:40:00,primary
1000506,DGFS0014,2023-08-13T15:09:00,2023-08-13T16:40:00,primary
1000507,DGFS0010,2023-07-25T08:31:00,2023-07-25T10:40:00,primary
1000508,DGFS0023,2023-09-27T10:32:00,2023-09-27T11:40:00,primary
1000509,DGFS0023,2024-10-13T15:53:00,2024-10-13T17:40:00,primary
1000510,DGFS0010,2023-09-25T11:52:00,2023-09-25T13:40:00,primary
1000511,DGFS0009,2023-05-26T13:20:00,2023-05-26T15:40:00,primary
1000512,DGFS0018,2022-12-20T12:31:00,2022-12-20T14:40:00,primary
1000513,DGFS0012,2025-02-20T14:10:00,2025-02-20T15:40:00,primary
1000514,DGFS0008,2025-06-06T14:36:00,2025-06-06T16:40:00,primary
1000515,DGFS0022,2024-04-12T16:27:00,2024-04-12T18:40:00,primary
1000516,DGFS0020,2023-02-07T09:39:00,2023-02-07T10:40:00,primary
1000517,DGFS0021,2025-03-13T11:23:00,2025-03-13T12:40:00,primary
1000518,DGFS0011,2023-04-10T10:04:00,2023-04-10T11:40:00,primary
1000519,DGFM0001,2024-02-16T10:29:00,2024-02-16T12:40:00,primary
1000520,DGFM0003,2025-02-11T13:10:00,2025-02-11T15:40:00,primary
1000521,DGFS0002,2023-05-17T14:34:00,2023-05-17T15:40:00,primary
1000522,DGFS0025,2025-05-08T10:34:00,2025-05-08T11:40:00,primary
1000523,DGFS0003,2022-09-07T11:29:00,2022-09-07T14:40:00,primary
1000524,DGFS0015,2024-10-15T17:19:00,2024-10-15T18:40:00,primary
1000525,DGFS0008,2025-01-03T16:16:00,2025-01-03T18:40:00,primary
1000526,DGFM0002,2024-08-20T15:28:00,2024-08-20T16:40:00,primary
1000527,DGFS0015,2025-03-06T08:31:00,2025-03-06T10:40:00,primary
1000528,DGFS0018,2023-09-03T13:18:00,2023-09-03T14:40:00,primary
1000529,DGFS0011,2023-10-04T08:54:00,2023-10-04T10:40:00,primary
1000530,DGFS0020,2023-09-14T08:27:00,2023-09-14T10:40:00,primary
1000531,DGFS0004,2023-01-20T12:32:00,2023-01-20T13:40:00,primary
1000532,DGFS0001,2025-08-08T11:00:00,2025-08-08T13:40:00,primary
1000533,DGFS0018,2025-02-15T13:52:00,2025-02-15T15:40:00,primary
1000534,DGFS0013,2023-05-29T09:52:00,2023-05-29T12:40:00,primary
1000535,DGFS0013,2025-06-09T11:22:00,2025-06-09T12:40:00,primary
1000536,DGFS0017,2024-07-18T11:15:00,2024-07-18T12:40:00,primary
1000537,DGFS0001,2023-03-05T10:21:00,2023-03-05T11:40:00,primary
1000538,DGFS0019,2024-12-30T12:06:00,2024-12-30T13:40:00,primary
1000539,DGFS0002,2023-03-15T12:45:00,2023-03-15T15:40:00,primary
1000540,DGFS0025,2025-01-20T11:24:00,2025-01-20T13:40:00,primary
1000541,DGFS0023,2024-11-25T10:53:00,2024-11-25T13:40:00,primary
1000542,DGFS0022,2022-12-25T08:31:00,2022-12-25T09:40:00,primary
1000543,DGFS0006,2025-05-05T10:13:00,2025-05-05T11:40:00,primary
1000544,DGFS0002,2024-05-31T15:22:00,2024-05-31T16:40:00,primary
1000545,DGFS0015,2023-08-30T11:21:00,2023-08-30T12:40:00,primary
1000546,DGFS0022,2024-03-31T16:34:00,2024-03-31T17:40:00,primary
1000547,DGFS0014,2023-11-14T15:31:00,2023-11-14T16:40:00,primary
1000548,DGFS0010,2025-05-10T14:26:00,2025-05-10T15:40:00,primary
1000549,DGFS0003,2025-08-29T13:33:00,2025-08-29T14:40:00,primary
1000550,DGFS0003,2024-01-09T15:31:00,2024-01-09T16:40:00,primary
1000551,DGFS0019,2024-05-30T16:55:00,2024-05-30T18:40:00,primary
1000552,DGFS0004,2024-09-20T14:02:00,2024-09-20T17:40:00,primary
1000553,DGFS0015,2025-05-08T11:07:00,2025-05-08T14:40:00,primary
1000554,DGFS0011,2024-12-10T09:24:00,2024-12-10T10:40:00,primary
1000555,DGFM0004,2024-02-02T15:18:00,2024-02-02T16:40:00,primary
1000556,DGFS0016,2024-02-16T10:16:00,2024-02-16T11:40:00,primary
1000557,DGFS0005,2025-04-27T17:05:00,2025-04-27T18:40:00,primary
1000558,DGFM0001,2024-09-17T11:59:00,2024-09-17T14:40:00,primary
1000559,DGFS0005,2024-03-17T14:48:00,2024-03-17T16:40:00,primary
1000560,DGFS0023,2024-05-07T14:59:00,2024-05-07T18:40:00,primary
1000561,DGFS0014,2023-09-14T15:30:00,2023-09-14T16:40:00,primary
1000562,DGFS0001,2024-07-24T13:12:00,2024-07-24T15:40:00,primary
1000563,DGFM0001,2025-01-04T11:15:00,2025-01-04T12:40:00,primary
1000564,DGFS0008,2023-06-01T12:05:00,2023-06-01T13:40:00,primary
1000565,DGFS0004,2025-08-29T17:40:00,2025-08-29T18:40:00,primary
1000566,DGFM0004,2024-01-18T08:50:00,2024-01-18T10:40:00,primary
1000567,DGFS0001,2022-09-28T09:24:00,2022-09-28T10:40:00,primary
1000568,DGFS0020,2024-03-07T12:21:00,2024-03-07T14:40:00,primary
1000569,DGFM0005,2022-10-19T16:09:00,2022-10-19T17:40:00,primary
1000570,DGFS0025,2023-09-17T12:53:00,2023-09-17T14:40:00,primary
1000571,DGFM0004,2023-11-02T08:12:00,2023-11-02T10:40:00,primary
1000572,DGFS0018,2024-08-05T16:13:00,2024-08-05T17:40:00,primary
1000573,DGFS0009,2025-05-27T09:05:00,2025-05-27T10:40:00,primary
1000574,DGFS0010,2024-02-05T13:48:00,2024-02-05T15:40:00,primary
1000575,DGFS0019,2023-11-01T12:04:00,2023-11-01T13:40:00,primary
1000576,DGFS0007,2022-10-28T13:58:00,2022-10-28T15:40:00,primary
1000577,DGFS0016,2025-05-24T09:46:00,2025-05-24T12:40:00,primary
1000578,DGFS0012,2024-01-26T11:07:00,2024-01-26T13:40:00,primary
1000579,DGFS0020,2022-11-24T17:29:00,2022-11-24T18:40:00,primary
1000580,DGFS0006,2023-05-11T14:36:00,2023-05-11T17:40:00,primary
1000581,DGFS0002,2025-06-16T12:51:00,2025-06-16T15:40:00,primary
1000582,DGFM0001,2022-10-01T11:11:00,2022-10-01T13:40:00,primary
1000583,DGFM0001,2023-06-04T13:11:00,2023-06-04T14:40:00,primary
1000584,DGFM0001,2025-04-19T10:47:00,2025-04-19T14:40:00,primary
1000585,DGFS0016,2024-07-15T11:08:00,2024-07-15T14:40:00,primary
1000586,DGFS0019,2024-06-25T12:56:00,2024-06-25T14:40:00,primary
1000587,DGFM0004,2023-10-13T09:10:00,2023-10-13T12:40:00,primary
1000588,DGFS0023,2025-07-29T09:52:00,2025-07-29T12:40:00,primary
1000589,DGFS0010,2022-11-19T11:01:00,2022-11-19T14:40:00,primary
1000590,DGFS0003,2025-04-10T14:39:00,2025-04-10T15:40:00,primary
1000591,DGFS0024,2023-09-04T11:09:00,2023-09-04T12:40:00,primary
1000592,DGFS0005,2023-04-10T17:25:00,2023-04-10T18:40:00,primary
1000593,DGFS0010,2022-11-03T08:54:00,2022-11-03T12:40:00,primary
1000594,DGFS0015,2024-05-03T16:28:00,2024-05-03T18:40:00,primary
1000595,DGFM0001,2023-04-12T11:51:00,2023-04-12T14:40:00,primary
1000596,DGFS0019,2025-04-28T15:56:00,2025-04-28T17:40:00,primary
1000597,DGFS0009,2024-11-16T14:27:00,2024-11-16T15:40:00,primary
1000598,DGFS0008,2023-01-03T15:57:00,2023-01-03T18:40:00,primary
1000599,DGFS0009,2024-03-29T14:13:00,2024-03-29T15:40:00,primary
1000600,DGFS0016,2025-04-27T19:05:00,2025-04-27T22:00:00,primary
1000601,DGFS0003,2025-08-31T19:49:00,2025-08-31T23:00:00,primary
1000602,DGFS0004,2022-10-04T19:58:00,2022-10-04T21:00:00,primary
1000603,DGFS0017,2023-02-28T19:38:00,2023-02-28T23:00:00,primary
1000604,DGFS0020,2023-10-23T19:53:00,2023-10-23T21:00:00,primary
1000605,DGFS0009,2022-10-20T19:46:00,2022-10-20T23:00:00,primary
1000606,DGFM0003,2023-09-27T19:09:00,2023-09-27T21:00:00,primary
1000607,DGFS0010,2024-06-18T19:30:00,2024-06-18T22:00:00,primary
1000608,DGFS0024,2024-09-15T19:53:00,2024-09-15T22:00:00,primary
1000609,DGFS0021,2023-08-10T19:08:00,2023-08-10T21:00:00,primary
1000610,DGFS0004,2023-01-06T19:17:00,2023-01-06T22:00:00,primary
1000611,DGFS0008,2022-09-03T19:49:00,2022-09-03T21:00:00,primary
1000612,DGFM0003,2023-02-05T19:57:00,2023-02-05T21:00:00,primary
1000613,DGFS0012,2025-08-24T19:14:00,2025-08-24T21:00:00,primary
1000614,DGFS0022,2024-07-16T19:33:00,2024-07-16T22:00:00,primary
1000615,DGFS0017,2023-04-23T19:30:00,2023-04-23T22:00:00,primary
1000616,DGFS0022,2024-09-21T19:33:00,2024-09-21T22:00:00,primary
1000617,DGFM0004,2025-01-05T19:44:00,2025-01-05T23:00:00,primary
1000618,DGFS0010,2024-04-26T19:10:00,2024-04-26T21:00:00,primary
1000619,DGFS0018,2022-12-19T19:23:00,2022-12-19T23:00:00,primary
1000620,DGFM0002,2023-10-22T19:08:00,2023-10-22T22:00:00,primary
1000621,DGFS0006,2025-05-07T19:59:00,2025-05-07T23:00:00,primary
1000622,DGFS0020,2025-07-30T19:31:00,2025-07-30T21:00:00,primary
1000623,DGFS0013,2025-08-11T19:30:00,2025-08-11T22:00:00,primary
1000624,DGFS0021,2023-05-12T19:47:00,2023-05-12T22:00:00,primary
1000625,DGFM0003,2023-05-24T19:07:00,2023-05-24T21:00:00,primary
1000626,DGFS0021,2023-04-22T19:22:00,2023-04-22T21:00:00,primary
1000627,DGFS0017,2025-05-04T19:56:00,2025-05-04T21:00:00,primary
1000628,DGFS0004,2024-06-12T19:13:00,2024-06-12T21:00:00,primary
1000629,DGFS0009,2022-10-07T19:53:00,2022-10-07T21:00:00,primary
1000630,DGFM0001,2023-05-29T19:50:00,2023-05-29T22:00:00,primary
1000631,DGFS0012,2023-11-21T19:19:00,2023-11-21T21:00:00,primary
1000632,DGFS0022,2025-02-28T19:18:00,2025-02-28T23:00:00,primary
1000633,DGFS0024,2022-12-21T19:38:00,2022-12-21T23:00:00,primary
1000634,DGFS0009,2024-12-20T19:57:00,2024-12-20T23:00:00,primary
1000635,DGFM0001,2023-01-02T19:29:00,2023-01-02T21:00:00,primary
1000636,DGFS0021,2025-04-26T19:59:00,2025-04-26T22:00:00,primary
1000637,DGFM0005,2023-03-28T19:59:00,2023-03-28T23:00:00,primary
1000638,DGFM0005,2023-02-26T19:58:00,2023-02-26T21:00:00,primary
1000639,DGFS0007,2022-12-12T19:50:00,2022-12-12T23:00:00,primary
1000640,DGFS0023,2025-04-20T19:50:00,2025-04-20T22:00:00,primary
1000641,DGFS0009,2024-07-19T19:27:00,2024-07-19T23:00:00,primary
1000642,DGFS0005,2023-05-12T19:33:00,2023-05-12T21:00:00,primary
1000643,DGFS0015,2023-10-17T19:11:00,2023-10-17T21:00:00,primary
1000644,DGFS0020,2024-10-16T19:53:00,2024-10-16T22:00:00,primary
1000645,DGFS0003,2022-12-13T19:30:00,2022-12-13T23:00:00,primary
1000646,DGFM0005,2024-04-19T19:34:00,2024-04-19T22:00:00,primary
1000647,DGFS0011,2022-11-10T19:08:00,2022-11-10T23:00:00,primary
1000648,DGFS0024,2023-09-04T19:51:00,2023-09-04T22:00:00,primary
1000649,DGFS0023,2025-04-17T19:37:00,2025-04-17T22:00:00,primary
1000650,DGFM0002,2023-12-29T19:40:00,2023-12-29T21:00:00,primary
1000651,DGFS0022,2022-09-22T19:49:00,2022-09-22T22:00:00,primary
1000652,DGFS0017,2023-10-24T19:40:00,2023-10-24T23:00:00,primary
1000653,DGFS0022,2024-11-30T19:27:00,2024-11-30T22:00:00,primary
1000654,DGFS0018,2024-10-02T19:57:00,2024-10-02T23:00:00,primary
1000655,DGFS0002,2023-01-24T19:46:00,2023-01-24T22:00:00,primary
1000656,DGFS0017,2025-05-12T19:23:00,2025-05-12T21:00:00,primary
1000657,DGFS0007,2025-05-17T19:48:00,2025-05-17T21:00:00,primary
1000658,DGFS0019,2025-04-06T19:13:00,2025-04-06T23:00:00,primary
1000659,DGFS0015,2022-11-03T19:45:00,2022-11-03T23:00:00,primary
1000660,DGFS0008,2025-01-19T19:21:00,2025-01-19T21:00:00,primary
1000661,DGFS0004,2023-02-25T19:05:00,2023-02-25T21:00:00,primary
1000662,DGFS0025,2024-01-07T19:14:00,2024-01-07T21:00:00,primary
1000663,DGFS0006,2024-05-04T19:08:00,2024-05-04T23:00:00,primary
1000664,DGFM0004,2024-07-01T19:22:00,2024-07-01T22:00:00,primary
1000665,DGFS0001,2024-03-05T19:12:00,2024-03-05T22:00:00,primary
1000666,DGFM0003,2023-11-24T19:37:00,2023-11-24T23:00:00,primary
1000667,DGFS0010,2025-03-27T19:49:00,2025-03-27T21:00:00,primary
1000668,DGFS0024,2023-01-05T19:38:00,2023-01-05T21:00:00,primary
1000669,DGFS0015,2025-03-08T19:16:00,2025-03-08T22:00:00,primary
1000670,DGFS0008,2023-06-06T19:09:00,2023-06-06T21:00:00,primary
1000671,DGFM0004,2023-02-20T19:28:00,2023-02-20T23:00:00,primary
1000672,DGFS0024,2023-11-18T19:24:00,2023-11-18T22:00:00,primary
1000673,DGFS0005,2022-11-05T19:39:00,2022-11-05T21:00:00,primary
1000674,DGFS0015,2023-02-02T19:14:00,2023-02-02T23:00:00,primary
1000675,DGFS0022,2023-02-12T19:32:00,2023-02-12T22:00:00,primary
1000676,DGFS0008,2023-04-17T19:56:00,2023-04-17T22:00:00,primary
1000677,DGFS0002,2024-03-31T19:10:00,2024-03-31T21:00:00,primary
1000678,DGFS0020,2024-11-13T19:54:00,2024-11-13T21:00:00,primary
1000679,DGFS0006,2024-02-03T19:07:00,2024-02-03T23:00:00,primary
1000680,DGFS0023,2025-06-11T19:43:00,2025-06-11T22:00:00,primary
1000681,DGFS0005,2024-07-26T19:13:00,2024-07-26T23:00:00,primary
1000682,DGFS0002,2023-11-30T19:21:00,2023-11-30T22:00:00,primary
1000683,DGFS0003,2022-10-11T19:24:00,2022-10-11T22:00:00,primary
1000684,DGFM0002,2024-08-16T19:23:00,2024-08-16T23:00:00,primary
1000685,DGFS0008,2024-03-10T19:31:00,2024-03-10T22:00:00,primary
1000686,DGFS0016,2024-06-01T20:00:00,2024-06-01T23:00:00,primary
1000687,DGFS0001,2024-01-15T19:28:00,2024-01-15T22:00:00,primary
1000688,DGFS0008,2025-08-26T19:33:00,2025-08-26T23:00:00,primary
1000689,DGFS0025,2024-02-29T19:40:00,2024-02-29T23:00:00,primary
1000690,DGFM0002,2023-10-20T19:05:00,2023-10-20T23:00:00,primary
1000691,DGFS0012,2024-01-25T19:15:00,2024-01-25T22:00:00,primary
1000692,DGFS0001,2024-02-21T19:43:00,2024-02-21T23:00:00,primary
1000693,DGFS0002,2022-11-09T19:11:00,2022-11-09T22:00:00,primary
1000694,DGFM0002,2024-12-10T19:31:00,2024-12-10T21:00:00,primary
1000695,DGFM0003,2023-08-21T19:26:00,2023-08-21T22:00:00,primary
1000696,DGFS0016,2025-06-22T19:13:00,2025-06-22T22:00:00,primary
